192.168.0.103,48.208.208.22,UDP,54119,3480,148,2025-06-29 00:51:54.653716
192.168.0.103,48.208.208.22,UDP,54119,3480,107,2025-06-29 00:51:54.664712
192.168.0.103,48.208.208.22,UDP,54119,3480,150,2025-06-29 00:51:54.668727
192.168.0.103,48.208.208.22,UDP,54119,3480,118,2025-06-29 00:51:54.672716
192.168.0.103,48.208.208.22,UDP,54119,3480,146,2025-06-29 00:51:54.675709
192.168.0.103,48.208.208.22,UDP,54119,3480,148,2025-06-29 00:51:54.677731
192.168.0.103,48.208.208.22,UDP,54119,3480,150,2025-06-29 00:51:54.683717
192.168.0.103,48.208.208.22,UDP,54119,3480,144,2025-06-29 00:51:54.687739
48.208.208.22,192.168.0.103,UDP,3480,54119,122,2025-06-29 00:51:54.700731
192.168.0.103,48.208.208.22,UDP,54119,3480,152,2025-06-29 00:51:54.703723
192.168.0.103,48.208.208.22,UDP,54119,3480,154,2025-06-29 00:51:54.707741
192.168.0.103,48.208.208.22,UDP,54119,3480,149,2025-06-29 00:51:54.711730
192.168.0.103,48.208.208.22,UDP,54119,3480,118,2025-06-29 00:51:54.715722
192.168.0.103,48.208.208.22,UDP,54119,3480,160,2025-06-29 00:51:54.720736
192.168.0.103,48.208.208.22,UDP,54119,3480,152,2025-06-29 00:51:54.734725
192.168.0.103,48.208.208.22,UDP,54119,3480,147,2025-06-29 00:51:54.742729
192.168.0.103,48.208.208.22,UDP,54119,3480,148,2025-06-29 00:51:54.746236
192.168.0.103,48.208.208.22,UDP,54119,3480,153,2025-06-29 00:51:54.756762
192.168.0.103,48.208.208.22,UDP,54119,3480,150,2025-06-29 00:51:54.759734
192.168.0.103,48.208.208.22,UDP,54119,3480,234,2025-06-29 00:51:54.761729
192.168.0.103,48.208.208.22,UDP,54119,3480,83,2025-06-29 00:51:54.765718
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.787745
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.791735
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.793729
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.796768
48.208.208.22,192.168.0.103,UDP,3480,54119,102,2025-06-29 00:51:54.800745
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.804735
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.807754
48.208.208.22,192.168.0.103,UDP,3480,54119,151,2025-06-29 00:51:54.809749
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.812742
192.168.0.103,48.208.208.22,UDP,54119,3480,86,2025-06-29 00:51:54.818821
48.208.208.22,192.168.0.103,UDP,3480,54119,193,2025-06-29 00:51:54.822808
192.168.0.103,48.208.208.22,UDP,54119,3480,157,2025-06-29 00:51:54.825801
48.208.208.22,192.168.0.103,UDP,3480,54119,181,2025-06-29 00:51:54.828793
192.168.0.103,48.208.208.22,UDP,54119,3480,83,2025-06-29 00:51:54.831785
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.836773
48.208.208.22,192.168.0.103,UDP,3480,54119,182,2025-06-29 00:51:54.840763
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.842757
48.208.208.22,192.168.0.103,UDP,3480,54119,183,2025-06-29 00:51:54.846785
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:54.850761
48.208.208.22,192.168.0.103,UDP,3480,54119,179,2025-06-29 00:51:54.855747
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.859763
192.168.0.103,48.208.208.22,UDP,54119,3480,138,2025-06-29 00:51:54.862755
48.208.208.22,192.168.0.103,UDP,3480,54119,163,2025-06-29 00:51:54.867772
48.208.208.22,192.168.0.103,UDP,3480,54119,114,2025-06-29 00:51:54.871761
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.874753
192.168.0.103,48.208.208.22,UDP,54119,3480,179,2025-06-29 00:51:54.877769
48.208.208.22,192.168.0.103,UDP,3480,54119,168,2025-06-29 00:51:54.880761
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:54.883763
48.208.208.22,192.168.0.103,UDP,3480,54119,234,2025-06-29 00:51:54.890770
